년도	월	도로명	평일 평균 교통량(대표구간)	평일 평균 속도	월요일 소통상황	화요일 소통상황	수요일 소통상황	목요일 소통상황	금요일 소통상황	토요일 소통상황	일요일 소통상황(공휴일포함)
2014	12	동부간선도로	151936	52.5	54	52.6	52.5	53	50.2	50.8	64
2014	12	내부순환로	167944	60.3	61.8	61.8	60.2	59.5	57.5	58.4	71.4
2014	12	분당수서로	134223	59.2	61.3	60.6	58.6	56.9	57.7	60.9	75.9
2014	12	경부고속도로	205909	42.3	45	42.2	41.9	41.8	39.6	43	55.9
2014	12	올림픽대로	253840	56.6	60.1	57.3	55.7	55.9	53.2	56.1	69.3
2014	12	서부간선도로	115414	36.1	37.4	36.8	35.2	37.3	33.8	38.2	52
2014	12	북부간선도로	108670	60	60	60.9	59.3	63.4	57.3	55.3	69.3
2014	12	강변북로	256674	52.8	56.6	53.4	52	52.3	48.4	52	66.3
2014	11	내부순환로	170473	60.5	64	59.4	62.4	61.9	54.9	54.6	67.1
2014	11	강변북로	263841	53.4	58.3	53.7	54.9	54.2	45.9	48.9	63.1
2014	11	북부간선도로	113668	59.7	63.8	61	61.1	59.9	52.5	45.8	63.6
2014	11	올림픽대로	257944	56.1	60.1	55.9	57.3	57.1	50.3	52.4	65
2014	11	동부간선도로	156895	52.3	54.6	52.7	52.6	52.5	49.1	45.3	59.2
2014	11	분당수서로	140564	57.1	62.2	57.6	56.9	57.1	51.6	57.3	70.5
2014	11	경부고속도로	215616	41.2	45.5	41.5	41.2	41	36.8	38	50.3
2014	11	서부간선도로	117649	35.2	38	37	36.7	35.4	28.6	33	48.4
2014	10	내부순환로	169530	59.8	62.6	59.7	60.7	58.8	57	58.7	69.3
2014	10	강변북로	263670	52.3	56.6	51.4	52.6	50.3	50.8	48.8	60.4
2014	10	북부간선도로	113624	55.9	58.4	55.4	57.4	54.9	53.1	45.7	57.6
2014	10	올림픽대로	258600	54.6	57.6	54.1	55.1	52.7	53.5	53.2	63.6
2014	10	동부간선도로	155718	52.4	53.5	51.9	53.3	52.1	51.3	48.6	59.3
2014	10	분당수서로	139781	58.2	61.2	56.2	57.6	57.3	58.8	62.2	72.5
2014	10	경부고속도로	216924	41.6	46.2	40.8	41.6	39.3	40.1	42.1	51.7
2014	10	서부간선도로	114810	34.3	37.1	33.6	34.8	32.9	33.1	31.8	43.7
2014	9	내부순환로	168287	60.5	63.3	59.8	60.2	60.1	58.9	60.9	69
2014	9	강변북로	260689	51.9	54.7	50.7	50.9	53	49.9	55	66.3
2014	9	북부간선도로	113524	57.5	57.6	58	58	59.6	54.4	54.2	62.4
2014	9	올림픽대로	259330	54.9	56.7	54	53.7	56	53.7	58.3	67.9
2014	9	동부간선도로	155031	51.4	52.1	51.2	50.6	52.7	50.1	49.6	60.8
2014	9	분당수서로	138990	56.6	60	56.2	54.9	57.1	54.6	64	74.9
2014	9	경부고속도로	215821	42.1	44.3	40.9	40.9	42.2	41.7	48.4	59
2014	9	서부간선도로	118150	34.6	35	34.5	34.2	36.2	33.3	38.3	49.1
2014	8	내부순환로	167187	58.8	63.6	60.4	57.2	56.7	56	64.1	71.1
2014	8	강변북로	259042	50.6	56.4	52.8	48	48.2	47.4	57.1	65.1
2014	8	북부간선도로	113557	53.8	58	55.5	52.9	52.8	49.8	49.9	59.6
2014	8	올림픽대로	255976	52.9	57.6	54.2	50.2	51.2	51.1	58.1	63.9
2014	8	동부간선도로	154078	52.5	55.9	53	51.4	50.5	51.7	51.5	61.9
2014	8	분당수서로	137592	59.5	65.6	61.1	57	55.7	58.2	68.4	74.4
2014	8	경부고속도로	213454	40.3	45.6	41.2	38.1	39.6	37.2	48.4	54.9
2014	8	서부간선도로	116196	32.4	36.7	34.4	29.6	29.4	31.8	41	50.8
2014	7	내부순환로	165813	61.2	64.4	61.3	60.9	61.4	58.2	63.2	74.7
2014	7	강변북로	261404	53.7	58	55.6	52.5	53.3	49.2	58.5	71.2
2014	7	북부간선도로	115570	57.2	59.7	58.8	57.8	57	52.2	49	62.1
2014	7	올림픽대로	252436	56.3	59.6	57.5	55.7	55.9	52.5	59.8	70.7
2014	7	동부간선도로	154005	53	55	53.8	51.3	53.8	50.9	50	63.6
2014	7	분당수서로	137762	61.6	64.9	61.9	61.3	61.2	59	67	80.3
2014	7	경부고속도로	214505	42.7	47.1	42.2	43	42.6	38.6	46.6	59.9
2014	7	서부간선도로	118288	35.2	37.3	35.3	34.8	36.7	31.4	37.4	54.2
2014	6	내부순환로	165146	60.6	65.2	58.7	61.5	59.5	56.2	59.6	74.3
2014	6	강변북로	262980	55.4	59.2	52.1	56.5	55.6	52.1	56.4	69.9
2014	6	북부간선도로	114189	61.7	64.3	61.3	63.1	61.2	57.1	50.1	63
2014	6	올림픽대로	252133	58	61.2	55.6	58.8	58	54.9	57.9	69.8
2014	6	동부간선도로	154537	55	57.1	55.5	54.8	53.7	52.8	51.9	62.5
2014	6	분당수서로	137936	61.6	64.1	58.4	62.5	61.6	60.6	67.5	80.2
2014	6	경부고속도로	215006	43.3	47.5	41.9	44	41.7	39.5	45.5	58.7
2014	6	서부간선도로	119173	36.6	39.2	34.8	37.8	36.3	34.1	39	53.2
2014	5	내부순환로	159627	63.3	68.3	64.1	65.3	61.9	59.3	58.8	72.4
2014	5	강변북로	262398	55.8	60.2	56.5	56.8	55.4	52	53.7	67.2
2014	5	북부간선도로	114825	63.1	69.4	64.3	65.6	60.7	58.6	50.8	62.5
2014	5	올림픽대로	257803	59.6	62.7	59.5	60.7	59.9	56.3	57	68.4
2014	5	동부간선도로	155910	54.3	57.1	56.3	55.4	53	51.9	49.4	61.7
2014	5	분당수서로	140213	63.7	67.6	64.6	63	63.7	61.1	62.9	78.2
2014	5	경부고속도로	216162	46.3	51.9	46.9	46.7	46.3	41.5	44.4	57.7
2014	5	서부간선도로	120228	36.9	40.2	38.1	38.3	38.1	32.5	36	50.5
2014	4	동부간선도로	156417	54.1	53.6	54	54.3	55.6	52.9	48.7	62.7
2014	4	내부순환로	157660	62.7	63.5	62.8	63.5	63.5	60	57.5	71.3
2014	4	강변북로	263086	55.5	57.7	56.1	56.1	55.7	51.7	53	66.4
2014	4	북부간선도로	111343	62.8	63.7	64.9	63.3	63.3	58.1	50.3	66.1
2014	4	올림픽대로	260640	59.6	61.6	59.9	60.5	59.6	56	56	69.2
2014	4	분당수서로	139732	62.4	64.2	62.8	62	62.7	59.9	68.8	80.1
2014	4	경부고속도로	215816	44.3	47.3	45.8	44.6	43.8	39.6	43	57.2
2014	4	서부간선도로	118371	34.4	35.8	35.5	34.6	35.9	29.9	32.6	49.2
2014	3	내부순환로	158683	64.8	65.2	66.5	65.4	65.3	61.3	58	70.2
2014	3	올림픽대로	254280	61	63.3	63.2	60.9	60.4	56.7	57.8	69.4
2014	3	동부간선도로	155177	56.7	57.4	59.1	57.6	55.4	53.6	52.2	61.9
2014	3	분당수서로	137842	64.9	68.2	66.2	64.6	63.3	61.2	65.9	79.3
2014	3	경부고속도로	213965	47.2	51.2	50.1	46.5	45.3	41.7	42.9	55.7
2014	3	서부간선도로	119958	37.5	38.8	38.5	38.5	37.4	34	35.5	48.6
2014	3	강변북로	258328	56.4	58.6	58.6	56.4	56.7	51.1	53.9	66.4
2014	3	북부간선도로	112337	67.2	68.8	69.8	68.5	66.1	62.2	57.7	67.6
2014	2	강변북로	257628	57.5	63.6	57.4	58.3	57.2	51.3	54.7	72.2
2014	2	북부간선도로	111999	69.7	73.6	69.9	72	69	64.1	56.2	74.2
2014	2	올림픽대로	247221	61.3	66.6	61.7	61.7	60.7	55.6	57.9	74
2014	2	동부간선도로	152613	57.3	61	56.5	57.1	57.5	54.4	53.5	67.9
2014	2	분당수서로	135812	66.2	71.2	67.5	65.7	65.3	61.1	64.8	81.9
2014	2	경부고속도로	210376	45.7	53.7	45.2	44.8	44.9	40	44.7	66
2014	2	내부순환로	159087	64.8	69.8	64.7	64.9	65.6	58.9	59.4	73.1
2014	2	서부간선도로	119132	37.8	42.3	38.6	38.6	36.7	32.8	38.1	57.7
2014	1	경부고속도로	204810	46	48.3	46	48.7	45.7	41.5	49.1	62.7
2014	1	내부순환로	159206	65.8	65.3	66.5	67.2	66.1	63.8	64.5	69.7
2014	1	강변북로	255078	58.7	58.2	59.4	59.9	59.1	56.9	60.5	69.4
2014	1	북부간선도로	109150	69.1	69.5	69	70	70.3	66.7	59.9	70.7
2014	1	올림픽대로	243763	61.3	61.3	61.4	62.3	61.9	59.3	62.4	71.4
2014	1	동부간선도로	148934	57.1	58	56.8	56.9	57.8	56.2	55.7	62.6
2014	1	분당수서로	132252	65.1	64.7	64.5	66.9	66.3	63	69	77
2014	1	서부간선도로	117746	39.7	40	38.6	40.3	41.7	38.1	45.1	53.7
2013	12	북부간선도로	104875	65.7	66.9	66	67.8	65.1	63	57.2	73.2
2013	12	올림픽대로	268629	58.8	58.1	58.9	61.1	59.2	57.4	56.9	70.6
2013	12	동부간선도로	150569	54.2	53.7	54.5	56	55	52.5	53.8	63.2
2013	12	분당수서고속화도로	132058	62.6	61	61.3	66	63.4	62.6	62.5	78.4
2013	12	경부고속도로	206384	45.1	44	44.3	47.8	48	42.5	44.3	57.9
2013	12	서부간선도로	116349	38.2	38.2	36.3	39.2	41	36.8	41.1	54.9
2013	12	내부순환로	156674	62.7	61.6	63.9	64	62.2	62.1	58.7	71.2
2013	12	강변북로	256641	56.7	56.6	56.8	60.7	56.1	54.4	54.3	69.5
2013	11	북부간선도로	107539	61.5	61.1	63.5	64.3	63.2	56.6	44.1	60.8
2013	11	내부순환로	162526	61.5	61.5	61.2	63.6	62	59.6	49.7	60.3
2013	11	강변북로	268984	55.5	56	56.4	57.1	56.7	52.2	47.6	59.8
2013	11	올림픽대로	262516	57	58	57.9	57.8	57.8	54	49.6	60.3
2013	11	동부간선도로	155020	54.1	53.4	53.3	55.1	55.8	53.1	45.4	57.2
2013	11	분당수서고속화도로	137075	60.9	59.6	60.8	62.1	63.2	59.2	56.2	69.1
2013	11	경부고속도로	214533	44	45.3	43.5	46.8	45.2	40.4	39.3	46.6
2013	11	서부간선도로	116142	35.5	35.4	35.7	37.8	37	31.6	29.1	46.1
2013	10	북부간선도로	107907	59.7	60.6	63.3	59.6	58.8	61.7	53.6	46.4
2013	10	올림픽대로	244790	57.4	65.2	61.3	55.2	58	58.1	54.5	50.9
2013	10	동부간선도로	153610	54	61.1	57.2	52.7	51.8	55.1	53.2	47.1
2013	10	분당수서고속화도로	137595	60.8	77.7	64.4	57.9	62.6	60	59.6	62.5
2013	10	경부고속도로	215524	45.7	55.3	50.6	43.5	46.5	45.6	42	41.9
2013	10	서부간선도로	102770	35.2	45.4	37.4	34.8	35.9	35.8	32.1	29.6
2013	10	강변북로	265364	54	61.5	58.8	51.2	54.7	54.8	50.4	46.2
2013	10	내부순환로	162295	62.7	69.6	67.2	60.7	62.5	63.2	59.5	55
2013	9	북부간선도로	108818	60.3	68	63.7	58.6	60.7	61.3	55.6	55.7
2013	9	올림픽대로	260689	54.3	70.3	58.1	54.6	51.9	54.1	50.3	58.1
2013	9	동부간선도로	154150	53	62.3	55.3	52.6	54.1	52.4	49.7	52.6
2013	9	분당수서고속화도로	138290	58.5	75.9	63.7	57.7	55.7	57.1	54.6	66.6
2013	9	경부고속도로	214824	43.9	62.9	49.7	44.1	41.2	40.8	39.7	49.5
2013	9	서부간선도로	92463	34.7	51.7	37.3	33.6	34.9	34	32.6	40.9
2013	9	내부순환로	163623	60.8	74.5	65.7	62.2	57.9	60.4	58.7	63.2
2013	9	강변북로	260823	51.6	68	56.6	51.3	49.6	49.8	47.2	55
2013	8	북부간선도로	109875	55.3	61.8	57.2	56.4	55.7	55.8	52.3	48
2013	8	올림픽대로	243459	55.7	71.3	59	56.6	53.6	56.1	53.8	59
2013	8	동부간선도로	152280	52.5	62.7	54.5	52.5	51.3	52.8	51.6	51.4
2013	8	분당수서고속화도로	135121	62.4	81.5	65.6	62.1	59	61.5	63.4	68.3
2013	8	경부고속도로	212932	43.3	62.4	46	44.3	41	43.6	41.8	49
2013	8	서부간선도로
2013	8	내부순환로	160912	60.9	74.5	65.7	62.2	57.9	60.4	58.7	63.2
2013	8	강변북로	265861	52.1	69.9	56.2	53.1	50.1	51.6	50	56.7
2013	7	동부간선도로	149577	54	62.8	55.8	55.2	56.2	50.4	51	50.3
2013	7	내부순환로	158187	63.1	74.1	64.9	64.1	65	61.2	58.8	61.1
2013	7	강변북로	262137	53.1	68.8	54.7	53.2	54.6	52.5	49.9	56.4
2013	7	북부간선도로	109270	59.2	61.6	60.9	60	63.9	56.4	53	47.9
2013	7	올림픽대로	238152	56.1	68	56.6	56.3	57.9	54.8	53.9	58.1
2013	7	분당수서고속화도로	131732	62.5	78.4	62.1	63	64.2	61.6	60.8	64.6
2013	7	경부고속도로	208833	44.9	59.6	46.5	45.5	46.8	43.4	41	47.8
2013	7	서부간선도로
2013	6	분당수서고속화도로	137297	65.3	82.2	67.7	63.9	63.9	67.1	64.1	70.2
2013	6	경부고속도로	215441	46.1	62.5	51.2	45	45.2	46.4	43.1	47.3
2013	6	북부간선도로	110639	61.1	62.4	63.9	61.8	64.1	60.8	54.6	46.3
2013	6	서부간선도로
2013	6	내부순환로	161720	63.4	77.5	67.7	62.1	63.5	63.3	60.6	60.7
2013	6	강변북로	270437	54.9	70.8	60.3	53.9	54.6	54.7	51.2	55.4
2013	6	동부간선도로	153514	54	64.2	56.3	53	53.5	55.1	52.4	49.8
2013	6	올림픽대로	252322	58.7	71.1	62.5	57.8	58.8	58.9	55.5	58.4
2013	5	분당수서고속화도로	137413	64.3	80.5	64.8	63.2	65.8	63	64.9	67.7
2013	5	경부고속도로	214899	45.8	57.9	47.7	46	47.8	43.2	44.1	45.3
2013	5	서부간선도로
2013	5	올림픽대로	242672	59.9	68.5	61.9	60.8	60.7	57.9	57.7	56.6
2013	5	북부간선도로	105773	60.2	62.4	61.8	62	59.5	59.2	58.1	46.2
2013	5	동부간선도로	155177	54.3	63.1	53.2	54.9	54.8	54.7	53.8	48.9
2013	5	강변북로	273829	55.4	66.8	58.7	55.7	55.9	53.3	53.2	52.7
2013	5	내부순환로	163947	64.4	74.3	66	65.1	65.5	63	62.1	58
2013	4	경부고속도로	215348	47.8	58.7	54.2	45.1	49.2	47.5	41.9	41.4
2013	4	내부순환로	166259	66.4	76.1	69.9	65.5	67.3	67.7	61	55.9
2013	4	강변북로	274104	57.5	67.2	62.5	56.4	58.7	57.3	51.4	49.2
2013	4	북부간선도로	106334	63.5	67.2	66	63.1	66.6	64.1	57.2	48.4
2013	4	올림픽대로	236476	62.2	71.2	66.4	60.8	63.6	62.5	57	55
2013	4	동부간선도로	155009	56.3	64.3	59.3	55.5	57.3	56.2	52.4	48.7
2013	4	분당수서고속화도로	136743	65.9	82.3	69.9	62.1	67.4	66.6	63.5	64.7
2013	4	서부간선도로
2013	3	북부간선도로	110066	66.4	66.3	69.1	66.7	68.5	64	63.9	52.3
2013	3	올림픽대로	239880	65.5	72.6	69.1	66.3	65.2	64.7	62.3	60
2013	3	동부간선도로	155375	58.2	63.8	60.1	58.2	58.6	57.2	56.8	51.2
2013	3	분당수서고속화도로	136704	66.6	81	69	67.2	67.5	65	64.2	68.8
2013	3	강변북로	276735	60	67.5	63.6	61.6	59.4	58.7	56.5	54.3
2013	3	내부순환로	166622	68.8	73.7	71.2	69.9	68.9	67.7	66.3	60.5
2013	3	경부고속도로	213041	49.7	56.7	55.8	50.3	49.4	47.6	45	45.9
2013	3	서부간선도로
2013	2	강변북로	266197	56.1	64.7	63.8	60.3	55.8	51.3	51.1	54.6
2013	2	내부순환로	160383	63.2	64.1	68.4	67.1	64.1	60.3	57.1	57.2
2013	2	북부간선도로	105374	64.2	63.7	68.2	63.5	66.4	61.4	62.4	56.9
2013	2	올림픽대로	223923	60.1	68.9	66.8	64	59.5	56.1	55.6	59.6
2013	2	동부간선도로	147588	55.7	58.8	63	58.2	57	51	51	51.8
2013	2	분당수서고속화도로	128714	65.7	71.9	69	69.2	66.7	63.9	60.8	68.3
2013	2	경부고속도로	202352	46.2	62.2	56	48.6	45.7	40.7	42.5	46.4
2013	2	서부간선도로
2013	1	북부간선도로	105177	67.8	70	68.1	68.3	67.9	68.4	66.1	56.5
2013	1	올림픽대로	228461	61.8	73.6	63.8	62.8	61.9	63.4	56.6	60
2013	1	동부간선도로	145269	57.5	66.8	58.3	58.2	57.7	58.9	53.8	54
2013	1	분당수서고속화도로	126332	67.6	81.4	67	68.9	66.3	69.5	66.3	71.6
2013	1	경부고속도로	199451	48.7	63.4	52.2	50.2	49.7	48.7	42.8	50.2
2013	1	서부간선도로
2013	1	강변북로	263470	58.8	71.3	61.1	59.8	59.3	61.1	52.4	57
2013	1	내부순환로	153125	65.5	73	65.3	67.8	67.4	67.7	58.5	59
2012	12	내부순환로	152311	60.3	70.6	60.9	59.8	56	60.1	64.3	59.4
2012	12	강변북로	254985	53.2	69.4	56.3	54.2	43.8	50.8	58.2	56.7
2012	12	북부간선도로	100768	61.7	71.1	64.5	65	58.9	59.3	59.5	58
2012	12	올림픽대로	233648	57.3	71	59.2	58.5	50.8	56.2	61.1	60.4
2012	12	동부간선도로	143543	54.4	64.5	54.9	52.7	51.9	55	57	54.4
2012	12	분당수서고속화도로	123787	62.9	77.8	64.4	63.8	59	63.5	62.4	63.3
2012	12	경부고속도로	194953	45.8	60.2	46.3	40.3	44.3	46.1	51.1	47.2
2012	11	내부순환로	163091	62.9	60.8	65.5	63.4	63.9	62.6	60.1	51.3
2012	11	강변북로	276655	56.1	59.8	59.9	57.2	56.7	55.6	52.3	47.8
2012	11	북부간선도로	111364	62.8	61.8	64.8	62.7	64.9	64.8	57.4	44.1
2012	11	올림픽대로	264849	59.5	62.1	61.6	60.6	60.1	59.3	56.7	51.6
2012	11	동부간선도로	156090	55	57.6	56.2	54.6	56.5	55.9	52.5	42.9
2012	11	분당수서고속화도로	137933	63.2	71.7	64.7	62.6	62.9	63.6	62.2	62.1
2012	11	경부고속도로	213964	43.5	46.6	46.7	44.6	43.1	44	39.7	39.1
2012	10	동부간선도로	154973	56.2	64	56.9	56.5	55.9	57.6	54.2	46.9
2012	10	내부순환로	158089	65.4	72.2	67.1	67.1	63.7	66.2	62.2	53
2012	10	강변북로	255003	57.5	67.7	59.2	59.6	56.4	58.4	53.3	45.7
2012	10	북부간선도로	112120	63.2	66	64.6	63.4	66.7	63.2	58.2	45.5
2012	10	올림픽대로	265357	60.7	70.8	62.3	62.7	59.3	61.4	57.5	50.9
2012	10	분당수서고속화도로	136165	67.4	84.4	67.2	67.8	66.3	68.5	67.2	64
2012	10	경부고속도로	216351	47.4	59.3	51.5	50.7	45.2	46.6	42.2	40.2
2012	9	내부순환로	158527	61	64.6	65.1	60.3	61.5	59.7	58.2	52.6
2012	9	강변북로	264607	53.7	65	59	52.8	54.4	51.1	51	49.9
2012	9	북부간선도로	111561	61.4	62.2	66.4	60.4	63	60.1	57.3	48.1
2012	9	올림픽대로	268070	55.2	66.1	58.7	54.4	56.4	53.9	53.1	52.2
2012	9	동부간선도로	155483	52.6	57.7	55.3	52.5	52.7	51.7	51	45.6
2012	9	분당수서고속화도로	138251	60.8	76.1	64.2	59.6	63.1	58.9	57.9	64.1
2012	9	경부고속도로	213362	43.1	56.8	48.8	41.9	43.5	40.5	41	41.2
2012	8	내부순환로	153608	61.8	74.7	64	61	63	61.3	60.2	60.8
2012	8	강변북로	265951	52.6	70.3	54.6	54.4	53.1	52.5	49.2	59.8
2012	8	북부간선도로	108543	58	62.5	57.5	60.9	60.2	58.4	54.1	48.1
2012	8	올림픽대로	250310	52.7	65.7	54.4	52.9	53.6	52.7	50.5	57.8
2012	8	동부간선도로	150310	53.5	63.7	52.7	55.4	53.6	53.4	52.7	51.8
2012	8	분당수서고속화도로	131668	64.4	81	64.2	64.6	64.5	65.7	63.1	73.5
2012	8	경부고속도로	204657	43	60.1	42.4	47.7	42.8	42.1	40.8	51
2012	7	내부순환로	155602	65.8	77.4	68.2	66.3	68.3	65.9	59.8	62.1
2012	7	강변북로	272823	56.5	72	60.7	55.4	58.6	56.5	51.2	59.3
2012	7	북부간선도로	110201	60.5	61.8	62.4	58.7	65.7	62.6	53	47.8
2012	7	올림픽대로	255065	58.7	71.5	62.1	58.1	60.8	58.5	53.5	59.9
2012	7	동부간선도로	152630	54.4	62.8	57.1	53	57	53.8	50.4	49.3
2012	7	분당수서고속화도로	134756	67.6	82.9	72.5	66.2	68.9	65.9	63.6	75.5
2012	7	경부고속도로	208209	43.7	60.6	49.9	41.7	44.7	42.4	38.9	48
2012	6	내부순환로	159358	65.8	78.1	69.3	65.6	68.6	63.7	62.8	60.2
2012	6	강변북로	266430	57.8	72.1	62	55.9	60.1	58	54.3	56.1
2012	6	북부간선도로	113257	61.2	64.8	66.1	60.2	64	61.6	56.1	49.1
2012	6	올림픽대로	263574	61.1	72.3	65	60.2	63.3	60.6	57.5	58.6
2012	6	동부간선도로	155928	56.1	65.9	59.6	54.6	57.4	57.1	52.7	48.8
2012	6	분당수서고속화도로	138728	66.9	84.1	68.4	66.9	68	66.8	64.9	70.5
2012	6	경부고속도로	214535	44.5	62.4	49.1	43.2	43.5	44.8	41.9	45.2
2012	5	내부순환로	159913	66	74.2	67.4	65.5	67.5	68.2	60.9	57.7
2012	5	강변북로	267453	57.2	66.6	57.3	58.9	58.2	59.2	51.3	52.3
2012	5	북부간선도로	113804	60.6	59.1	61.1	60.8	63.4	63.1	53.1	46
2012	5	올림픽대로	277710	61.8	69	62.6	63.2	62.9	63	56.6	56.5
2012	5	동부간선도로	158396	57.1	63.5	56	57.4	58.5	58.9	53.4	50.6
2012	5	분당수서고속화도로	138624	64.7	80.3	62.4	66.4	65.6	65.8	61.8	69.3
2012	5	경부고속도로	214996	44.7	59	45.3	47.4	45.9	45.1	38.9	45.9
2012	4	내부순환로	158181	67.1	75.9	69.3	67.1	66.2	67.1	65.1	59.8
2012	4	강변북로	255539	56.6	70.4	60.8	54.5	56.1	57	53.3	54
2012	4	북부간선도로	110980	63	67	64.5	62.8	64	62.8	60.8	50.2
2012	4	올림픽대로	271915	62.4	73.5	66	61.9	62.1	62.6	58.6	58.4
2012	4	동부간선도로	156086	56.6	64.8	58.2	56.7	55.4	57.3	54.3	50.5
2012	4	분당수서고속화도로	136605	65.9	83.3	69.4	63.3	63.6	66.6	65	69.1
2012	4	경부고속도로	211327	44.8	60.3	49.5	43.9	44.2	44	41	43.6
2012	3	내부순환로	155822	68.2	75.2	68.4	70	69.9	68.1	65.3	63.4
2012	3	강변북로	255933	60.6	71	62.3	64.3	61.2	60.5	56	58.7
2012	3	북부간선도로	108992	66.7	69.8	67.6	68.5	67.3	68.4	62.9	57.2
2012	3	올림픽대로	254313	66.6	74.7	67.9	69.2	67.9	67	62.3	63.9
2012	3	동부간선도로	153620	59.5	66.6	61.6	61.4	59.4	60.7	55.3	53.8
2012	3	분당수서고속화도로	134002	65.4	81.7	65.6	65.2	66.6	68.4	62.1	70.7
2012	3	경부고속도로	205019	46.5	56	50.9	51.3	46.2	46.5	39.3	44.7
2012	2	내부순환로	150168	64.9	75.3	66.8	67.5	64.5	64.3	61.5	58.6
2012	2	강변북로	250829	56.2	69.8	58.6	58.3	57	56.7	50.6	53.9
2012	2	북부간선도로	105202	66.3	70.1	66.2	66.2	67.7	68.9	62	51.4
2012	2	올림픽대로	244147	62.9	74	65.1	64.4	63.5	63.1	58.1	59.4
2012	2	동부간선도로	150716	57.1	66	59.4	56.7	58.8	58.7	51.9	51.1
2012	2	분당수서고속화도로	131276	67.2	83.1	68.4	68.3	68.7	67.9	62.8	68.2
2012	2	경부고속도로	198941	42	56.3	44.4	41.6	46.8	41.6	36.3	43.3
2012	1	내부순환로	146912	67.3	70.2	70.1	66.7	69.7	66.1	63.8	67.7
2012	1	강변북로	249591	59.1	70.9	62.7	58.5	62	56.7	55.3	64.8
2012	1	북부간선도로	106221	66.5	67	71.1	64.5	69	66.3	61.8	58.7
2012	1	올림픽대로	244021	64.3	74.9	68.4	63	67	61.9	61.2	68.9
2012	1	동부간선도로	149323	58.3	64	62.6	57.7	59.8	55.5	55.9	58.8
2012	1	분당수서고속화도로	127587	68.8	79.1	73	65.4	72.1	67.1	66.6	75.7
2012	1	경부고속도로	197982	44.9	64.2	50.5	43.5	47.9	41.7	40.7	54.7